SRA run accession number	tissue	MR1:NM_001195000 normalized count	MR1:NM_001531 normalized count	NM_001531:NM_001195000 ratio
SRR603968	Heart	3.23869	0.925339	0.142857
SRR1409171	Esophagus	26.4974	9.79253	0.184783
SRR1330327	Muscle	2.3567	0.589175	0.125
SRR1445468	Stomach	6.45159	2.15053	0.166667
SRR1488858	Esophagus	17.4411	6.34221	0.181818
SRR1095358	Esophagus	21.0316	7.71159	0.183333
SRR1084766	Lung	48.3945	18.1479	0.1875
SRR1097148	Ovary	20.9234	7.67192	0.183333
SRR1078998	Skin	29.4517	10.9256	0.185483
SRR1069097	Adipose Tissue	30.7423	11.4186	0.185715
SRR1435560	Blood	36.6825	13.6875	0.186567
SRR1314014	Testis	10.791	3.8086	0.176471
SRR814244	Lung	17.1362	6.23135	0.181818
SRR1433950	Adipose Tissue	12.5871	4.49538	0.178571
SRR1339065	Colon	10.6841	3.77087	0.176471
SRR1353332	Colon	12.4809	4.45746	0.178571
SRR1394209	Blood Vessel	31.3432	11.6626	0.186047
SRR1383763	Liver	2.34051	0.585128	0.125
SRR1089134	Ovary	20.1263	7.37965	0.183333
SRR598638	Brain	2.33972	0.58493	0.125
SRR1474312	Skin	10.5961	3.73982	0.176472
SRR1105369	Blood	87.4314	33.099	0.189286
SRR600493	Skin	12.3455	4.4091	0.178571
SRR1434332	Lung	53.6679	20.2044	0.188235
SRR1347343	Prostate	16.6123	6.04084	0.181818
SRR659484	Brain	6.3171	2.1057	0.166667
SRR1458447	Lung	33.0241	12.3141	0.186441
SRR1399353	Esophagus	19.7767	7.25146	0.183333
SRR1456229	Adipose Tissue	16.5044	6.00162	0.181819
SRR1388722	Colon	6.29708	2.09903	0.166667
SRR654921	Blood	21.9348	8.08124	0.18421
SRR817563	Heart	16.3241	5.93605	0.181819
SRR1077115	Heart	16.2357	5.90387	0.181818
SRR1079480	Esophagus	30.4497	11.344	0.186274
SRR1457527	Esophagus	8.6255	2.99252	0.173469
SRR1356531	Pituitary	16.1255	5.86382	0.181818
SRR1379403	Nerve	16.1195	5.86165	0.181819
SRR1404251	Heart	6.24049	2.08016	0.166666
SRR1397366	Adipose Tissue	21.4677	7.90916	0.184211
SRR1092062	Nerve	10.3286	3.64537	0.17647
SRR1375351	Adipose Tissue	16.0867	5.8497	0.181818
SRR1323764	Brain	2.32127	0.580318	0.125
SRR819583	Blood Vessel	38.8698	14.5762	0.1875
SRR615431	Adipose Tissue	18.9565	6.95071	0.183333
SRR1071880	Brain	6.204	2.068	0.166667
SRR809065	Lung	65.7381	24.8739	0.189189
SRR811029	Pancreas	2.31717	0.579293	0.125
SRR1322790	Thyroid	18.7488	6.87456	0.183333
SRR1460025	Lung	15.7048	5.71085	0.181819
SRR1102515	Esophagus	10.146	3.58094	0.176471
SRR1398924	Adipose Tissue	18.5003	6.78344	0.183333
SRR1485563	Adrenal Gland	28.4247	10.5896	0.186275
SRR1398293	Testis	6.14932	2.04977	0.166666
SRR1358183	Brain	2.30957	0.577392	0.125
SRR1311509	Heart	2.30892	0.577231	0.125
SRR808520	Blood	17.4496	6.38399	0.182927
SRR1477797	Lung	26.8675	9.99722	0.186047
SRR1396100	Skin	15.4199	5.60723	0.181818
SRR1093007	Esophagus	35.2961	13.2361	0.187501
SRR809259	Blood	109.61	41.7563	0.190477
SRR1073217	Colon	11.5391	4.12109	0.178571
SRR1087559	Lung	22.8582	8.466	0.185185
SRR1332969	Adipose Tissue	6.07785	2.02595	0.166667
SRR1308612	Skin	19.7575	7.27906	0.18421
SRR1396700	Kidney	15.0964	5.48962	0.181819
SRR1448075	Esophagus	33.9483	12.7306	0.1875
SRR1319710	Muscle	0.801705	0	0
SRR1081259	Pancreas	6.06289	2.02096	0.166666
SRR1314810	Skin	11.3993	4.07118	0.178571
SRR1082173	Adipose Tissue	15.0005	5.45471	0.181818
SRR1402513	Brain	0.801514	0	0
SRR1374092	Lung	24.1283	8.96193	0.185714
SRR1328642	Blood	9.00012	3.15004	0.175
SRR1081235	Stomach	6.04362	2.01454	0.166667
SRR1468072	Bone Marrow	33.1668	12.4376	0.187501
SRR1384737	Pituitary	11.3231	4.04395	0.178571
SRR813208	Pancreas	2.29104	0.57276	0.125
SRR1394855	Testis	11.3059	4.03784	0.178572
SRR1398207	Blood Vessel	32.7459	12.2797	0.1875
SRR1086702	Esophagus	11.2882	4.03148	0.178571
SRR1355968	Skin	41.283	15.5657	0.188524
SRR1102198	Colon	11.2112	4.004	0.178571
SRR1321591	Esophagus	25.5246	9.50918	0.186275
SRR1321921	Nerve	9.69705	3.42249	0.176471
SRR1103118	Testis	5.98996	1.99665	0.166666
SRR612443	Brain	14.518	5.27926	0.181818
SRR661687	Nerve	31.3135	11.7426	0.187501
SRR1401211	Adipose Tissue	16.888	6.19228	0.183334
SRR1315721	Brain	2.27986	0.569965	0.125
SRR1338280	Colon	5.96161	1.9872	0.166666
SRR1398074	Adipose Tissue	21.1292	7.82562	0.185185
SRR1446132	Bone Marrow	30.9151	11.5932	0.187501
SRR1120939	Liver	5.95103	1.98368	0.166667
SRR1338257	Liver	5.93995	1.97998	0.166666
SRR1441768	Colon	10.9671	3.91683	0.178572
SRR1343347	Blood Vessel	22.2642	8.26957	0.185715
SRR1359649	Brain	2.27244	0.56811	0.125
SRR1320691	Skin	40.9498	15.4699	0.188889
SRR1091990	Prostate	5.87275	1.95758	0.166666
SRR817166	Lung	17.715	6.52659	0.184211
SRR1309141	Adrenal Gland	28.4523	10.6696	0.1875
SRR1088217	Blood Vessel	28.2971	10.6114	0.1875
SRR1313449	Stomach	5.8382	1.94607	0.166667
SRR1382780	Uterus	15.926	5.83953	0.183333
SRR663428	Nerve	5.83053	1.94351	0.166667
SRR1358415	Blood Vessel	17.4083	6.4136	0.184211
SRR1380785	Heart	9.2649	3.26996	0.17647
SRR1415751	Small Intestine	13.6642	4.96881	0.181819
SRR1499630	Brain	5.80699	1.93566	0.166666
SRR1433232	Adipose Tissue	9.23196	3.25834	0.176471
SRR1320363	Blood	34.5651	13.0434	0.188679
SRR1413872	Muscle	2.25204	0.56301	0.125
SRR1362866	Adipose Tissue	21.3228	7.93405	0.186046
SRR1357650	Heart	13.3095	4.83982	0.181818
SRR1356597	Blood Vessel	32.7866	12.3723	0.188679
SRR1340345	Prostate	18.7097	6.92953	0.185185
SRR658362	Blood Vessel	44.2272	16.7995	0.189923
SRR659187	Brain	5.73525	1.91175	0.166667
SRR1485976	Skin	52.1099	19.8514	0.190476
SRR615165	Nerve	16.5897	6.112	0.184211
SRR808728	Blood	35.7027	13.5091	0.189189
SRR1374246	Brain	2.23767	0.559417	0.125
SRR1396270	Thyroid	25.5111	9.56665	0.1875
SRR1473959	Skin	16.405	6.04394	0.18421
SRR613234	Adipose Tissue	25.3056	9.48961	0.1875
SRR1331879	Esophagus	25.1839	9.44396	0.1875
SRR1472704	Breast	10.202	3.64358	0.178572
SRR1325423	Esophagus	18.0744	6.69424	0.185186
SRR1321088	Skin	44.2204	16.823	0.190218
SRR1441311	Skin	35.4941	13.4447	0.189393
SRR1096101	Pituitary	16.0906	5.92812	0.184211
SRR1355040	Brain	0.790384	0	0
SRR1459761	Stomach	10.0712	3.59686	0.178572
SRR1328528	Colon	18.8864	7.01493	0.185714
SRR1315890	Nerve	10.0172	3.57758	0.178572
SRR1356266	Blood Vessel	30.5221	11.5306	0.188889
SRR1330427	Esophagus	23.7814	8.91803	0.1875
SRR1415773	Muscle	0.789029	0	0
SRR1316747	Skin	23.66	8.87248	0.1875
SRR1101348	Testis	9.90976	3.5392	0.178571
SRR1420085	Esophagus	27.119	10.2188	0.188407
SRR1418283	Brain	12.5059	4.54761	0.181819
SRR1456754	Pituitary	18.932	7.04448	0.186047
SRR1360150	Brain	0.787797	0	0
SRR1499040	Liver	8.64144	3.04992	0.176471
SRR1444120	Muscle	2.21006	0.552515	0.125
SRR1322711	Thyroid	15.3119	5.64122	0.18421
SRR658409	Breast	18.0258	6.6953	0.185714
SRR1345806	Adrenal Gland	30.5324	11.5528	0.189189
SRR1395874	Uterus	8.59489	3.03349	0.176471
SRR1318920	Blood Vessel	16.7766	6.21357	0.185186
SRR1342829	Blood Vessel	32.8265	12.4514	0.189655
SRR1431804	Nerve	12.2313	4.44774	0.181818
SRR1473209	Colon	5.52068	1.84023	0.166667
SRR820755	Adipose Tissue	13.7315	5.03489	0.183334
SRR1353199	Adipose Tissue	21.9024	8.21341	0.1875
SRR1452203	Skin	14.8204	5.46016	0.184211
SRR1316815	Brain	2.19629	0.549072	0.125
SRR1090193	Skin	40.9386	15.6311	0.190909
SRR1381656	Esophagus	28.0017	10.5952	0.189189
SRR660555	Lung	23.9237	9.01022	0.188312
SRR1466687	Colon	21.2022	7.95082	0.1875
SRR1341034	Thyroid	21.1114	7.91679	0.1875
SRR1081425	Skin	5.42987	1.80996	0.166667
SRR1096782	Skin	61.2944	23.5748	0.192308
SRR615910	Breast	20.7134	7.76751	0.1875
SRR1434399	Heart	2.18326	0.545816	0.125
SRR1399375	Skin	14.2782	5.2604	0.184211
SRR1399335	Adrenal Gland	20.5863	7.71985	0.1875
SRR656095	Blood Vessel	20.585	7.71938	0.1875
SRR1309920	Skin	15.6586	5.79949	0.185185
SRR1105513	Stomach	11.6335	4.23036	0.181818
SRR1356016	Esophagus	14.2006	5.23181	0.184211
SRR1318686	Skin	33.9226	12.9229	0.190476
SRR1440541	Blood Vessel	37.4853	14.3126	0.19091
SRR818086	Brain	5.38481	1.79494	0.166667
SRR818146	Brain	5.38096	1.79365	0.166666
SRR1329027	Adipose Tissue	9.26558	3.30914	0.178572
SRR811771	Muscle	2.91985	0.834242	0.142857
SRR1074839	Esophagus	20.0827	7.531	0.1875
SRR1313343	Esophagus	14.0039	5.15933	0.18421
SRR1337471	Skin	42.0932	16.1208	0.191489
SRR1488899	Adipose Tissue	29.7949	11.3221	0.190001
SRR1381799	Breast	13.9598	5.14307	0.18421
SRR1416795	Skin	45.4514	17.4334	0.191781
SRR1470727	Blood Vessel	35.0403	13.3706	0.190789
SRR1404105	Blood Vessel	29.6524	11.2679	0.19
SRR808658	Thyroid	34.7426	13.257	0.190789
SRR1405266	NA	19.7702	7.41381	0.1875
SRR810367	Blood Vessel	24.0107	9.07071	0.188889
SRR1434161	Esophagus	13.7859	5.07902	0.184211
SRR1429223	Skin	31.8215	12.1225	0.190477
SRR1101591	Blood Vessel	42.289	16.2108	0.191667
SRR1353461	Pancreas	13.7648	5.07124	0.18421
SRR660510	Adipose Tissue	9.11587	3.25567	0.178572
SRR1311205	Spleen	19.556	7.33349	0.1875
SRR1464226	Pancreas	2.16736	0.541841	0.125
SRR1433771	Skin	71.6849	27.6964	0.193182
SRR1366790	Breast	19.5091	7.31592	0.1875
SRR1399135	Blood Vessel	36.8003	14.0707	0.191176
SRR1315060	Blood Vessel	24.8432	9.40014	0.189189
SRR2185018	Muscle	4.26084	1.35984	0.159574
SRR1394912	Breast	11.1368	4.04976	0.181819
SRR1431406	Skin	19.0472	7.14268	0.187499
SRR1349144	Thyroid	24.1205	9.12667	0.189189
SRR1464394	Testis	12.4687	4.57185	0.183333
SRR1387155	Blood Vessel	18.8722	7.07706	0.1875
SRR1466951	Esophagus	23.8712	9.03233	0.189189
SRR602784	Blood	22.73	8.58688	0.188889
SRR1336244	Ovary	23.6529	8.94975	0.189189
SRR1407386	Blood Vessel	38.0889	14.6007	0.191666
SRR1352507	Liver	14.5008	5.37066	0.185185
SRR1344100	Thyroid	23.4385	8.86863	0.189189
SRR1419385	Adipose Tissue	13.2641	4.88676	0.18421
SRR1433493	Salivary Gland	13.2373	4.87689	0.18421
SRR1433290	Muscle	5.23313	1.74438	0.166667
SRR1434271	Brain	0.777117	0	0
SRR818139	Uterus	14.3614	5.31904	0.185185
SRR1310075	Skin	26.3135	9.99914	0.19
SRR1452056	Brain	0.776834	0	0
SRR1471690	Stomach	3.31794	0.995381	0.15
SRR1102656	Esophagus	18.2185	6.83194	0.1875
SRR656421	Skin	22.8197	8.63449	0.189189
SRR1348531	Prostate	12.1429	4.45239	0.183333
SRR1313361	Brain	2.8665	0.819	0.142857
SRR1077139	Breast	18.0682	6.77559	0.1875
SRR1317596	Brain	2.1431	0.535776	0.125
SRR1323936	Thyroid	14.1008	5.2225	0.185185
SRR1091865	Liver	17.9267	6.7225	0.1875
SRR1434631	Colon	12.915	4.75816	0.184211
SRR607807	Skin	25.0919	9.53493	0.19
SRR663368	Thyroid	12.8201	4.7232	0.184211
SRR1076292	Skin	17.736	6.65101	0.1875
SRR1075174	Pancreas	5.16791	1.72264	0.166667
SRR1100848	Adrenal Gland	28.8965	11.0332	0.190909
SRR1350456	Brain	2.53963	0.692625	0.136363
SRR1327454	Colon	8.61892	3.07819	0.178572
SRR601387	Muscle	0.774216	0	0
SRR1381973	Skin	21.6301	8.18438	0.18919
SRR1335236	Liver	8.60426	3.07295	0.178571
SRR1385524	Vagina	23.1096	8.76571	0.189655
SRR656313	Nerve	5.13773	1.71258	0.166667
SRR1452099	Adrenal Gland	44.9568	17.3405	0.192857
SRR1429748	Esophagus	38.5188	14.8149	0.192307
SRR1357757	Blood	50.9508	19.6953	0.193278
SRR1479866	Skin	17.3338	6.50019	0.1875
SRR1387685	Testis	5.1259	1.70863	0.166666
SRR1376000	Blood Vessel	29.5208	11.2874	0.191177
SRR1083031	Thyroid	17.0979	6.41171	0.1875
SRR818002	Adipose Tissue	17.0867	6.40752	0.1875
SRR1360850	Ovary	23.7631	9.03	0.19
SRR1074815	Esophagus	22.502	8.53524	0.189655
SRR1408208	Brain	2.12559	0.531397	0.125
SRR1405147	Salivary Gland	12.3834	4.56231	0.184211
SRR813371	Skin	8.47885	3.02816	0.178571
SRR1381566	Brain	5.07528	1.69176	0.166667
SRR1499236	Nerve	13.2986	4.92542	0.185186
SRR1095188	Esophagus	8.41383	3.00494	0.178571
SRR811471	Blood Vessel	22.9624	8.7257	0.19
SRR1399247	Stomach	8.40263	3.00094	0.178571
SRR1096033	Skin	41.6051	16.0581	0.192982
SRR1464642	Adipose Tissue	8.40048	3.00017	0.178571
SRR1340325	Liver	10.1781	3.70113	0.181818
SRR1459718	Brain	5.04372	1.68124	0.166667
SRR1416386	Skin	106.066	41.4319	0.195312
SRR1334228	Nerve	5.03948	1.67983	0.166667
SRR607611	Brain	10.1506	3.69113	0.181818
SRR1358126	Uterus	10.1102	3.67645	0.181819
SRR1458992	Pancreas	5.02784	1.67595	0.166667
SRR1308288	Testis	2.1096	0.527399	0.125
SRR1070713	Adipose Tissue	28.2114	10.8044	0.19149
SRR1457835	Skin	21.0106	7.96953	0.189655
SRR1320517	Adipose Tissue	11.9454	4.40093	0.18421
SRR1097124	Ovary	5.00636	1.66879	0.166667
SRR1071832	Vagina	20.791	7.88623	0.189655
SRR1336988	Colon	11.9001	4.38426	0.184211
SRR1081663	Testis	4.98863	1.66288	0.166667
SRR1101453	Ovary	11.8069	4.34991	0.184211
SRR1311980	Spleen	15.8565	5.94619	0.1875
SRR1480307	Brain	4.98257	1.66086	0.166667
SRR1473870	Esophagus	22.9822	8.75512	0.190476
SRR819719	Stomach	7.34519	2.59242	0.176471
SRR1444390	Heart	19.1577	7.24885	0.189189
SRR659061	Blood	31.4871	12.1104	0.192307
SRR660354	Skin	0.768116	0	0
SRR1488261	Blood	25.3451	9.69078	0.191177
SRR1476300	Blood	38.1481	14.739	0.193181
SRR1087463	Vagina	20.1998	7.662	0.189655
SRR1456674	Esophagus	20.0211	7.59421	0.189655
SRR1099570	Esophagus	15.5609	5.83535	0.1875
SRR1099957	Bladder	30.7339	11.8207	0.192307
SRR1470481	Skin	58.8682	22.9221	0.19469
SRR607679	Thyroid	18.7067	7.07821	0.189189
SRR1479198	Salivary Gland	18.7058	7.07786	0.189189
SRR1376450	Salivary Gland	15.469	5.80089	0.1875
SRR1092112	Blood Vessel	24.703	9.44526	0.191176
SRR598100	Thyroid	26.0224	9.96602	0.191489
SRR1381459	Nerve	11.55	4.25525	0.18421
SRR608694	Skin	15.2854	5.73204	0.1875
SRR1487255	Esophagus	19.4915	7.39334	0.189655
SRR1086820	Blood Vessel	35.6685	13.781	0.193182
SRR599486	Brain	9.67331	3.51757	0.181818
SRR1473142	Heart	11.4106	4.20391	0.184211
SRR658766	Muscle	4.91042	1.63681	0.166667
SRR1375866	Prostate	15.0552	5.64571	0.1875
SRR1357297	Esophagus	23.6718	9.051	0.191177
SRR1121031	Esophagus	19.0852	7.23922	0.189655
SRR615249	Brain	0.76522	0	0
SRR814003	Esophagus	25.4118	9.74119	0.191667
SRR1329068	Thyroid	28.3679	10.9107	0.192307
SRR1094073	Spleen	23.3145	8.91436	0.191176
SRR1478700	Blood Vessel	7.87483	2.81244	0.178571
SRR1332187	Blood Vessel	27.6201	10.6231	0.192307
SRR1476507	Prostate	22.7733	8.70744	0.191177
SRR809113	Esophagus	17.521	6.62955	0.189189
SRR1388832	Muscle	4.84276	1.61425	0.166666
SRR1318942	Skin	67.7523	26.5118	0.195652
SRR1386818	Brain	2.07092	0.51773	0.125
SRR1367849	Heart	9.36686	3.40613	0.181818
SRR1356248	Blood	43.0655	16.7477	0.194445
SRR661601	Lung	26.7251	10.2789	0.192308
SRR1329663	Colon	14.4333	5.41249	0.1875
SRR820256	Brain	7.01983	2.47759	0.176471
SRR1317282	Breast	26.5861	10.2254	0.192307
SRR1466198	Nerve	14.3969	5.39883	0.1875
SRR1436065	Blood	26.3933	10.1513	0.192308
SRR1468682	Heart	10.9173	4.02215	0.18421
SRR1434821	Lung	22.931	8.7821	0.19149
SRR1074860	Breast	14.2088	5.32828	0.187499
SRR1092349	Muscle	4.79707	1.59902	0.166666
SRR1481333	Blood Vessel	40.4534	15.7319	0.194445
SRR1309314	Esophagus	4.78464	1.59488	0.166667
SRR1083892	Adrenal Gland	14.0686	5.27572	0.1875
SRR1362597	Vagina	19.2845	7.34649	0.190477
SRR1391420	Muscle	2.05746	0.514366	0.125
SRR1099598	Adrenal Gland	38.8932	15.1251	0.194444
SRR1470643	Skin	13.9038	5.21393	0.1875
SRR1068999	Breast	10.6526	3.92465	0.184211
SRR1351033	Testis	2.05501	0.513752	0.125
SRR1338536	Blood	85.4725	33.6128	0.196629
SRR1374165	Esophagus	13.8069	5.17758	0.1875
SRR1488881	Esophagus	13.7474	5.15526	0.187499
SRR599346	Thyroid	21.5459	8.25163	0.19149
SRR1413055	Nerve	13.7096	5.14109	0.1875
SRR1072895	Skin	61.6765	24.1961	0.196153
SRR1433989	Uterus	4.71674	1.57225	0.166667
SRR811515	Esophagus	29.7184	11.5039	0.193548
SRR1086796	Esophagus	18.4903	7.04391	0.190476
SRR1429802	Heart	7.49582	2.67708	0.178572
SRR601549	Thyroid	18.3763	7.00049	0.190476
SRR1086680	Brain	0.757701	0	0
SRR817488	Lung	34.5277	13.4274	0.194444
SRR658385	Lung	25.2698	9.74692	0.192857
SRR1382687	Spleen	34.2917	13.3356	0.194444
SRR1354644	Muscle	4.6735	1.55783	0.166666
SRR662641	Heart	10.985	4.06851	0.185185
SRR1375248	Adipose Tissue	10.2473	3.77533	0.184211
SRR1333414	Heart	16.2633	6.16886	0.189656
SRR1085900	Esophagus	13.1807	4.94278	0.187501
SRR1456051	Liver	7.93648	2.85713	0.18
SRR1336569	Muscle	2.03365	0.508412	0.125
SRR656275	Skin	17.6316	6.7168	0.190476
SRR1359447	Adipose Tissue	8.73497	3.17635	0.181818
SRR808638	Colon	15.9883	6.06454	0.189656
SRR1352129	Brain	0.755762	0	0
SRR1414139	Adipose Tissue	12.9627	4.86102	0.1875
SRR1073242	Skin	54.6118	21.4547	0.196429
SRR1343093	Skin	38.7454	15.1349	0.195312
SRR1085782	Brain	8.64328	3.14301	0.181818
SRR1486097	Brain	0.754738	0	0
SRR1069850	Colon	12.7538	4.78269	0.187501
SRR1350545	Esophagus	21.5084	8.27248	0.192308
SRR1465653	Adrenal Gland	7.25156	2.58984	0.178571
SRR1331900	Adrenal Gland	44.655	17.4999	0.195946
SRR615081	Blood Vessel	24.1656	9.33672	0.193182
SRR1351104	Blood Vessel	33.4512	13.0403	0.194915
SRR658212	Muscle	0.753213	0	0
SRR1341563	Nerve	12.5253	4.69697	0.187499
SRR1080117	Liver	8.49012	3.08732	0.181818
SRR1389036	Brain	2.01539	0.503847	0.125
SRR1100917	Esophagus	20.7415	7.97749	0.192307
SRR1419166	Testis	4.56749	1.5225	0.166667
SRR1330699	Brain	7.15772	2.55633	0.178572
SRR1377578	Kidney	20.6889	7.95726	0.192307
SRR1095865	Brain	4.56196	1.52065	0.166666
SRR1456693	Heart	8.40054	3.05474	0.181818
SRR1314113	Blood	28.5829	11.1156	0.194445
SRR1069895	Esophagus	16.2088	6.17478	0.190476
SRR1337886	Blood Vessel	24.0142	9.29581	0.193548
SRR1490465	Brain	4.52757	1.50919	0.166667
SRR1433514	Skin	48.4493	19.062	0.196721
SRR1356725	Stomach	8.32127	3.02592	0.181818
SRR1079143	Vagina	8.30152	3.01874	0.181819
SRR1397885	Thyroid	27.3637	10.6414	0.194444
SRR1319262	Esophagus	8.28145	3.01144	0.181818
SRR1488672	Brain	4.50924	1.50308	0.166667
SRR1090359	Skin	12.0338	4.51268	0.1875
SRR1366124	Esophagus	19.5761	7.52928	0.192308
SRR1417404	Lung	19.3795	7.45365	0.192308
SRR661613	Skin	10.0759	3.7318	0.185184
SRR1491257	Adrenal Gland	26.6508	10.3642	0.194444
SRR1468637	Lung	51.7662	20.4148	0.197183
SRR1392965	Skin	15.5547	5.9256	0.190476
SRR1453811	Adipose Tissue	26.3965	10.2653	0.194444
SRR1471435	Brain	8.1746	2.97258	0.181818
SRR603496	Blood	22.4326	8.6836	0.193549
SRR656300	Heart	11.7442	4.40409	0.187501
SRR1432390	Muscle	1.991	0.497751	0.125
SRR1466906	Skin	11.6949	4.38557	0.187499
SRR1329400	Skin	25.4625	9.90207	0.194444
SRR1392072	Blood	9.28567	3.42104	0.184211
SRR1319301	Small Intestine	8.06983	2.93448	0.181818
SRR1487278	Blood Vessel	40.7983	16.0518	0.196721
SRR1341877	Liver	4.43902	1.47967	0.166666
SRR1095237	Esophagus	18.3622	7.06238	0.192308
SRR1472529	Adrenal Gland	24.6562	9.58852	0.194444
SRR1344294	Prostate	20.3785	7.8735	0.193182
SRR1453299	Esophagus	11.4858	4.30717	0.1875
SRR1077334	Bone Marrow	33.3766	13.0889	0.196079
SRR662966	Lung	18.1258	6.97147	0.192308
SRR1088093	Esophagus	24.4318	9.50124	0.194444
SRR1077805	Muscle	4.41323	1.47108	0.166667
SRR1375952	Brain	4.41281	1.47094	0.166667
SRR1373718	Skin	14.751	5.61944	0.190477
SRR1488410	Lung	21.1451	8.18521	0.193549
SRR1391678	Thyroid	27.1428	10.5923	0.195122
SRR1402051	Adrenal Gland	47.9758	18.9534	0.197531
SRR1349562	Liver	4.40182	1.46727	0.166666
SRR654940	Heart	4.39884	1.46628	0.166667
SRR1499740	Muscle	4.39822	1.46607	0.166666
SRR1419408	Nerve	14.6212	5.56998	0.190476
SRR1447916	Salivary Gland	14.6196	5.56938	0.190476
SRR1489648	Adipose Tissue	17.5846	6.76329	0.192307
SRR1440290	Esophagus	20.5683	7.9619	0.193548
SRR1470580	Lung	28.8622	11.2939	0.195652
SRR1471312	Blood Vessel	33.5785	13.1915	0.196428
SRR1417178	Nerve	17.4414	6.70822	0.192307
SRR820379	Brain	1.97075	0.492688	0.125
SRR1335140	Adipose Tissue	14.2746	5.43794	0.190476
SRR810945	Blood	7.80852	2.83946	0.181818
SRR1408788	Esophagus	14.2455	5.42684	0.190476
SRR1312802	Nerve	20.1318	7.79294	0.193548
SRR1073507	Spleen	30.5168	11.9674	0.196079
SRR2164608	Adipose Tissue	20.522	7.94996	0.193694
SRR1089207	Colon	4.3543	1.45143	0.166666
SRR1343324	Stomach	4.34869	1.44956	0.166666
SRR1442730	Skin	44.2162	17.4808	0.197674
SRR1420606	Heart	10.9935	4.12257	0.1875
SRR1488470	Muscle	0.743078	0	0
SRR820234	Prostate	6.62474	2.36598	0.178572
SRR1387945	Brain	4.33558	1.44519	0.166666
SRR1354363	Blood Vessel	27.2144	10.6491	0.195652
SRR1344010	Blood Vessel	27.0375	10.5799	0.195652
SRR1323512	Heart	12.9644	4.91754	0.189656
SRR1094457	Adipose Tissue	19.4412	7.52562	0.193548
SRR1086490	Esophagus	10.8755	4.07831	0.1875
SRR1090791	Breast	21.9723	8.54479	0.194445
SRR1312622	Nerve	13.8623	5.28089	0.190477
SRR1353618	Skin	36.579	14.4255	0.197183
SRR1080835	Brain	4.31442	1.43814	0.166667
SRR1317685	Skin	7.65623	2.78408	0.181818
SRR1086935	Spleen	23.9927	9.36302	0.195122
SRR1454498	Thyroid	16.4017	6.30834	0.192308
SRR1078684	Prostate	10.7105	4.01642	0.187499
SRR1430884	Brain	4.29327	1.43109	0.166667
SRR1367739	Nerve	13.5644	5.16739	0.190476
SRR1078465	Blood Vessel	27.5991	10.8232	0.196079
SRR1343795	Heart	13.4717	5.13208	0.190476
SRR614707	Blood Vessel	10.5969	3.97385	0.187501
SRR1323404	Stomach	8.58641	3.16342	0.184211
SRR598044	Muscle	1.94812	0.487031	0.125
SRR1430928	Prostate	7.54515	2.74369	0.181818
SRR1445170	Small Intestine	28.4569	11.1795	0.196429
SRR1447458	Skin	26.6586	10.4543	0.196077
SRR615069	Adipose Tissue	24.5079	9.59006	0.195652
SRR1402350	Nerve	13.1913	5.02526	0.190476
SRR1417088	Lung	40.4859	16.0416	0.198113
SRR1330920	Adipose Tissue	17.2706	6.67273	0.193182
SRR1342960	Colon	10.4008	3.90032	0.187501
SRR1351454	Adipose Tissue	23.9216	9.36064	0.195652
SRR1367046	Skin	49.3301	19.6199	0.198863
SRR1092372	Blood Vessel	19.9756	7.76829	0.194444
SRR1413851	Thyroid	17.7209	6.85972	0.193549
SRR1082035	Adrenal Gland	12.955	4.93523	0.190476
SRR1468184	Thyroid	17.6532	6.8335	0.193548
SRR1421010	Lung	10.2651	3.8494	0.187499
SRR1074622	Blood Vessel	37.867	15.0039	0.198113
SRR1408633	Thyroid	33.7971	13.3616	0.197674
SRR1095651	Pancreas	7.34795	2.67198	0.181818
SRR821364	Blood	70.9541	28.3816	0.2
SRR1380501	Heart	4.19959	1.39986	0.166666
SRR1454695	Esophagus	15.1463	5.82549	0.192307
SRR1356746	Breast	15.1215	5.81596	0.192308
SRR1445280	Skin	17.3003	6.69691	0.193549
SRR1406418	Muscle	1.92935	0.482338	0.125
SRR813283	Esophagus	20.9709	8.18377	0.195122
SRR1400955	Lung	35.8289	14.1963	0.198112
SRR1373903	Lung	36.2069	14.3523	0.198198
SRR1350129	Skin	42.2245	16.788	0.198795
SRR821183	Heart	6.26512	2.23754	0.178571
SRR1406582	Blood Vessel	24.9271	9.79279	0.196429
SRR1314767	Brain	6.23934	2.22833	0.178571
SRR1457482	Brain	4.15801	1.386	0.166666
SRR654945	Skin	9.89129	3.70923	0.1875
SRR1421031	Esophagus	21.5954	8.45038	0.195652
SRR665634	Adipose Tissue	14.5197	5.58448	0.192307
SRR1098712	Adipose Tissue	12.3012	4.68618	0.190477
SRR1334396	Nerve	18.3072	7.11948	0.194445
SRR1323675	Skin	37.6299	14.9489	0.198631
SRR1348318	Thyroid	31.4195	12.4369	0.197917
SRR1383831	Brain	4.13039	1.3768	0.166667
SRR657313	Blood Vessel	20.9682	8.20496	0.195652
SRR1385015	Brain	12.082	4.60266	0.190476
SRR1468828	Lung	31.8519	12.6206	0.198114
SRR1358624	Colon	9.72261	3.64598	0.1875
SRR1434760	Thyroid	9.71147	3.6418	0.1875
SRR1435330	Blood Vessel	24.4292	9.6115	0.196722
SRR615527	Skin	9.70522	3.63946	0.1875
