SRA run accession number	tissue	MR1:NM_001195000 normalized count	MR1:NM_001531 normalized count	NM_001531:NM_001195000 ratio
SRR1336091	Blood Vessel	24.8984	7.0365	0.141304
SRR1353555	Muscle	1.18464	0	0
SRR807824	Lung	22.6004	6.35637	0.140625
SRR1436021	Prostate	12.7464	3.43172	0.134615
SRR814427	Esophagus	10.4169	2.7413	0.131579
SRR1454247	Esophagus	22.3251	6.27893	0.140625
SRR1490178	Skin	46.5715	13.4812	0.144737
SRR613078	Blood Vessel	42.9688	12.4132	0.144444
SRR1431969	Skin	20.4415	5.72361	0.14
SRR1431991	Thyroid	20.4335	5.72138	0.14
SRR615177	Blood	38.6164	11.1268	0.144068
SRR816096	Colon	25.2576	7.15631	0.141666
SRR1439915	Breast	14.2816	3.89498	0.136364
SRR1084674	Breast	21.8377	6.14186	0.140625
SRR1445723	Skin	11.4468	3.05247	0.133333
SRR1347518	Ovary	21.7746	6.12411	0.140625
SRR1454909	Adipose Tissue	21.6511	6.08937	0.140625
SRR1333185	Skin	11.3705	3.03214	0.133334
SRR657516	Skin	10.1982	2.68373	0.131579
SRR1376658	Skin	21.4742	6.03961	0.140625
SRR1353537	Ovary	22.5739	6.367	0.141026
SRR1409046	Colon	14.1043	3.84663	0.136364
SRR1440200	Small Intestine	10.1791	2.67872	0.131579
SRR1362949	Skin	29.3284	8.37953	0.142857
SRR1470774	Esophagus	11.3018	3.01383	0.133334
SRR1333953	Adipose Tissue	22.2305	6.27014	0.141026
SRR1347980	Skin	21.0778	5.92814	0.140625
SRR1376895	Nerve	13.918	3.79581	0.136363
SRR1310476	Muscle	1.17787	0	0
SRR612971	Blood Vessel	13.8538	3.77832	0.136364
SRR1322555	Brain	7.29958	1.82489	0.125
SRR1404909	Adipose Tissue	11.1674	2.97797	0.133333
SRR1473733	Brain	3.57605	0.715211	0.1
SRR598364	Thyroid	20.0277	5.6218	0.140351
SRR1078903	Blood Vessel	28.0331	8.00946	0.142857
SRR1325504	Heart	4.61454	1.02545	0.111111
SRR1347190	Nerve	13.7381	3.74674	0.136363
SRR1374198	Blood Vessel	43.9854	12.7699	0.145161
SRR656899	Heart	7.25746	1.81437	0.125
SRR1366081	Skin	13.6934	3.73457	0.136364
SRR614167	Blood	39.4727	11.4263	0.144737
SRR1101643	Adipose Tissue	9.94881	2.61811	0.131579
SRR1443419	Thyroid	16.9719	4.7144	0.138888
SRR1096198	Uterus	18.9206	5.29776	0.14
SRR1082128	Uterus	18.8837	5.28745	0.14
SRR1400141	Adrenal Gland	34.6771	10.003	0.144231
SRR1435394	Esophagus	19.9583	5.61327	0.140625
SRR1479085	Thyroid	10.8629	2.89678	0.133334
SRR1102344	Esophagus	32.1563	9.26537	0.144068
SRR1310876	Colon	19.6988	5.54027	0.140625
SRR1332299	Muscle	3.5363	0.70726	0.1
SRR1360652	Breast	10.7942	2.87844	0.133333
SRR1096547	Breast	16.3965	4.55458	0.138889
SRR1335470	Esophagus	31.7866	9.15885	0.144068
SRR1089974	Blood Vessel	18.2718	5.1161	0.14
SRR1444701	Colon	25.9676	7.41932	0.142857
SRR1332403	Adrenal Gland	32.3638	9.33572	0.144231
SRR1468208	Skin	25.7205	7.34873	0.142857
SRR1486698	Blood Vessel	19.2148	5.40415	0.140625
SRR1093649	Heart	56.6531	16.6182	0.146666
SRR1443113	Skin	13.0614	3.56221	0.136364
SRR1360785	Skin	25.2948	7.22707	0.142857
SRR1476844	Nerve	9.61747	2.53091	0.131579
SRR1332648	Adipose Tissue	25.2287	7.20821	0.142857
SRR1092865	Esophagus	32.4216	9.36624	0.144444
SRR1446375	Adipose Tissue	18.9492	5.32945	0.140625
SRR1498249	Stomach	12.9573	3.53382	0.136364
SRR1331488	Liver	7.03609	1.75902	0.125
SRR1349911	Adipose Tissue	18.9025	5.31632	0.140625
SRR1472552	Esophagus	10.5293	2.80781	0.133333
SRR1485117	Pituitary	42.4104	12.3697	0.145833
SRR1435923	Testis	7.00014	1.75003	0.125
SRR1070503	Adipose Tissue	24.484	6.99544	0.142857
SRR1468995	Heart	1.16633	0	0
SRR1489631	Prostate	18.5745	5.22406	0.140625
SRR1391639	Brain	10.4551	2.78804	0.133334
SRR1322115	Vagina	29.5539	8.52517	0.144231
SRR1357456	Colon	10.3896	2.77055	0.133333
SRR1434526	Brain	3.48593	0.697186	0.1
SRR1480176	Blood Vessel	23.8272	6.80778	0.142857
SRR1077380	Colon	12.6292	3.44432	0.136363
SRR1486139	Esophagus	18.9638	5.34876	0.141026
SRR1441443	Esophagus	23.4306	6.69447	0.142857
SRR1101612	Pituitary	16.9357	4.74199	0.14
SRR1377844	Blood Vessel	23.2985	6.65671	0.142857
SRR1433661	Esophagus	23.248	6.64227	0.142857
SRR1357434	Brain	3.46991	0.693982	0.1
SRR1474113	Blood Vessel	23.203	6.62942	0.142857
SRR1480479	Brain	10.2332	2.72885	0.133333
SRR1419760	Blood Vessel	22.8715	6.53471	0.142857
SRR813915	Heart	13.9019	3.83501	0.137931
SRR1474466	Brain	6.84783	1.71196	0.125
SRR1470057	Colon	10.1644	2.71049	0.133333
SRR1415195	Thyroid	22.7844	6.50983	0.142857
SRR1388437	Colon	16.576	4.64129	0.14
SRR1432049	Nerve	10.1257	2.70018	0.133333
SRR1099789	Esophagus	22.4831	6.42373	0.142857
SRR1433819	Nerve	6.81183	1.70296	0.125
SRR1434070	Uterus	22.2983	6.37095	0.142857
SRR1337770	Skin	22.2789	6.3654	0.142857
SRR1458158	Esophagus	22.2273	6.35066	0.142857
SRR1352437	Spleen	14.7641	4.10114	0.138889
SRR1083286	Blood Vessel	29.1251	8.43095	0.144737
SRR1395616	Skin	14.6472	4.06867	0.138889
SRR1459324	Colon	21.9485	6.271	0.142857
SRR1477591	Skin	12.0796	3.29443	0.136363
SRR1465543	Lung	37.0746	10.8372	0.146154
SRR658247	Brain	6.74172	1.68543	0.125
SRR608230	Brain	2.58322	0.430536	0.0833332
SRR1487465	Thyroid	29.996	8.70853	0.145162
SRR1447736	Lung	21.4496	6.12845	0.142857
SRR1432231	Colon	21.3992	6.11405	0.142857
SRR1336463	Blood Vessel	21.3593	6.10265	0.142857
SRR1435643	Stomach	16.7692	4.71633	0.140625
SRR1105130	Uterus	21.3225	6.09213	0.142857
SRR1439850	Brain	1.15485	0	0
SRR1444222	Esophagus	26.2694	7.58895	0.144445
SRR1415811	Skin	27.3556	7.91872	0.144737
SRR1460296	Skin	15.6751	4.38902	0.14
SRR1385171	Skin	9.79994	2.61332	0.133333
SRR813802	Muscle	1.15408	0	0
SRR1102418	Blood Vessel	28.8856	8.38613	0.145161
SRR1330746	Pancreas	13.1365	3.62387	0.137931
SRR1406478	Colon	14.9169	4.16286	0.139535
SRR1370780	Muscle	3.40388	0.680777	0.1
SRR1490721	Adipose Tissue	45.7951	13.5037	0.147436
SRR1092397	Colon	6.64239	1.6606	0.125
SRR1080048	Esophagus	15.4898	4.33714	0.14
SRR661278	Blood Vessel	15.4772	4.33361	0.14
SRR1367005	Blood Vessel	46.1209	13.6095	0.147542
SRR1379110	Muscle	3.39684	0.679367	0.0999999
SRR1413584	Blood Vessel	31.7389	9.25719	0.145834
SRR657042	Skin	12.9451	3.57106	0.137931
SRR1434934	Brain	6.60183	1.65046	0.125
SRR1418262	Colon	20.3886	5.82532	0.142857
SRR817744	Blood Vessel	32.5049	9.4958	0.146067
SRR599412	Thyroid	24.1957	6.97952	0.144231
SRR1097501	Blood Vessel	34.0845	9.97596	0.146342
SRR1469704	Esophagus	34.0383	9.96243	0.146341
SRR1328143	Pituitary	20.2529	5.78655	0.142857
SRR1490505	Heart	9.61292	2.56344	0.133333
SRR1329642	Colon	13.8305	3.84181	0.138889
SRR1444914	Heart	3.38213	0.676427	0.1
SRR1444023	Skin	20.051	5.72887	0.142857
SRR1447499	Esophagus	7.36581	1.88428	0.127907
SRR2185137	Testis	6.55916	1.63979	0.125
SRR1087992	Heart	1.14948	0	0
SRR1316096	Liver	15.0286	4.208	0.14
SRR1464432	Colon	11.3917	3.10683	0.136364
SRR1356120	Thyroid	19.783	5.65229	0.142857
SRR614491	Blood Vessel	19.7796	5.6513	0.142857
SRR1488632	Heart	19.7469	5.64196	0.142857
SRR1314036	Skin	9.49324	2.53153	0.133333
SRR1309490	Lung	14.876	4.16527	0.14
SRR1351147	Blood Vessel	23.8175	6.88062	0.144445
SRR813584	Adipose Tissue	19.5538	5.58681	0.142857
SRR601613	Heart	4.28011	0.951136	0.111111
SRR1344079	Small Intestine	19.3559	5.53026	0.142857
SRR1360172	Ovary	19.3405	5.52586	0.142857
SRR614936	Lung	36.1883	10.6436	0.147059
SRR663100	Heart	12.4435	3.43269	0.137931
SRR664743	Heart	19.0898	5.45423	0.142857
SRR1414857	Heart	14.5145	4.06405	0.14
SRR608264	Muscle	9.31455	2.48388	0.133333
SRR1349121	Adipose Tissue	9.30795	2.48212	0.133333
SRR1370659	Heart	4.24481	0.943291	0.111111
SRR1321483	Small Intestine	18.7457	5.35591	0.142857
SRR1366672	Vagina	24.3488	7.06901	0.145161
SRR2165473	Skin	25.5077	7.42232	0.145492
SRR1378220	Esophagus	18.3749	5.24998	0.142857
SRR1341209	Colon	12.9101	3.58613	0.138889
SRR1418902	Skin	24.1039	6.99791	0.145161
SRR1459980	Salivary Gland	6.34724	1.58681	0.125
SRR1336706	Blood	21.0623	6.07565	0.14423
SRR1318184	Esophagus	9.07111	2.41896	0.133333
SRR1330106	Skin	13.8126	3.86754	0.14
SRR1480263	Esophagus	22.0025	6.36913	0.144737
SRR1441934	Esophagus	21.7832	6.30567	0.144737
SRR1366579	Brain	1.13661	0	0
SRR1486239	Pituitary	22.7508	6.60507	0.145161
SRR1335605	Prostate	22.748	6.60427	0.145162
SRR1489570	Blood Vessel	37.0979	10.992	0.148149
SRR1089809	Thyroid	12.4086	3.44683	0.138889
SRR1401774	Colon	12.3804	3.439	0.138889
SRR1415439	Blood Vessel	29.6547	8.72198	0.147059
SRR1472057	Blood Vessel	33.1216	9.78594	0.147727
SRR1088461	Adrenal Gland	28.8576	8.48753	0.147059
SRR1485678	Skin	25.6636	7.5113	0.146342
SRR1401040	Esophagus	6.1535	1.53838	0.125
SRR1091054	Colon	6.15039	1.5376	0.125
SRR1312482	Heart	13.1355	3.67794	0.14
SRR1432719	Adrenal Gland	25.0253	7.32448	0.146342
SRR1375329	Adipose Tissue	16.6236	4.7496	0.142857
SRR1469859	Heart	6.1215	1.53038	0.125
SRR1335278	Nerve	21.1637	6.1443	0.145161
SRR602680	Lung	30.4777	9.00479	0.147728
SRR1078323	Blood Vessel	20.7201	6.01551	0.145161
SRR1071717	Bladder	16.2048	4.62994	0.142857
SRR1376807	Colon	6.05904	1.51476	0.125
SRR1380317	Blood Vessel	29.5527	8.73149	0.147727
SRR1318966	Skin	86.9909	26.3779	0.151613
SRR658009	Thyroid	26.4076	7.76693	0.147059
SRR1487067	Skin	36.9472	11.0055	0.148936
SRR1092612	Testis	6.04984	1.51246	0.125
SRR1336930	Nerve	16.0784	4.59384	0.142857
SRR1459785	Esophagus	16.0761	4.59318	0.142857
SRR1101957	Blood Vessel	38.3973	11.4518	0.149122
SRR1339549	Brain	3.22783	0.645567	0.1
SRR1456314	Esophagus	16.0194	4.57698	0.142857
SRR811938	Fallopian Tube	15.9092	4.54549	0.142857
SRR1328692	Skin	25.8828	7.61259	0.147059
SRR1404442	Breast	21.8549	6.37434	0.145833
SRR1458090	Breast	9.935	2.70955	0.136364
SRR1363718	Uterus	25.6454	7.54277	0.147059
SRR655899	Skin	23.1037	6.76206	0.146341
SRR1337052	Testis	5.99804	1.49951	0.125
SRR1444264	Testis	5.99638	1.4991	0.125
SRR1447523	Blood	51.8306	15.6049	0.150538
SRR1500240	Adipose Tissue	25.3719	7.46232	0.147059
SRR1338603	Colon	15.6292	4.46548	0.142857
SRR1477015	Heart	3.20732	0.641464	0.1
SRR1089643	Testis	5.97467	1.49367	0.125
SRR1396595	Brain	3.20645	0.64129	0.1
SRR664900	Skin	9.79102	2.67028	0.136364
SRR820402	Nerve	12.3195	3.44946	0.14
SRR1405525	Adipose Tissue	19.4577	5.64901	0.145161
SRR1069967	Skin	27.354	8.08185	0.147727
SRR1344346	Adipose Tissue	11.3965	3.16569	0.138889
SRR1389474	Blood Vessel	42.4876	12.7463	0.15
SRR1325596	Skin	55.9056	16.8843	0.151007
SRR1465565	Skin	19.3366	5.61384	0.145161
SRR1429408	Adipose Tissue	15.365	4.38999	0.142857
SRR1400202	Adipose Tissue	22.1042	6.46954	0.146342
SRR1415316	Adipose Tissue	12.2062	3.41775	0.140001
SRR1389909	Ovary	27.4975	8.13305	0.147887
SRR1431948	Pancreas	9.69057	2.64288	0.136363
SRR1404293	Lung	26.6241	7.86622	0.147727
SRR1460320	Adipose Tissue	15.1489	4.32825	0.142857
SRR1406069	Heart	23.8826	7.02431	0.147059
SRR1322882	Skin	11.2112	3.11423	0.138889
SRR1433392	Adipose Tissue	15.096	4.31314	0.142857
SRR1451857	Thyroid	18.8408	5.46991	0.145161
SRR1464788	Breast	23.7523	6.98597	0.147059
SRR1320300	Adrenal Gland	50.4434	15.2282	0.150943
SRR1311086	Brain	3.17751	0.635502	0.1
SRR1334512	Muscle	1.11928	0	0
SRR815759	Skin	9.57413	2.61113	0.136364
SRR1314873	Adipose Tissue	25.6231	7.57045	0.147727
SRR1318998	Heart	3.16564	0.633128	0.1
SRR655578	Nerve	14.7496	4.21416	0.142857
SRR820571	Breast	14.7038	4.20109	0.142857
SRR1474816	Blood Vessel	20.8408	6.09974	0.146341
SRR665298	Brain	5.82587	1.45647	0.125
SRR1091356	Stomach	8.09741	2.15931	0.133333
SRR1343675	Skin	14.6253	4.17865	0.142857
SRR1478341	Blood Vessel	19.4972	5.6867	0.145834
SRR1469062	Salivary Gland	5.81348	1.45337	0.125
SRR2167030	Brain	2.52072	0.434608	0.0862071
SRR1459845	Nerve	9.38324	2.55907	0.136364
SRR1391985	Esophagus	29.5849	8.81253	0.148936
SRR1400551	Muscle	3.14772	0.629544	0.1
SRR1312406	Muscle	5.78577	1.44644	0.125
SRR1401358	Skin	29.2117	8.70137	0.148936
SRR1326708	Skin	14.3841	4.10974	0.142857
SRR1368463	Skin	10.8051	3.00142	0.138889
SRR1418946	Heart	3.14562	0.629124	0.1
SRR1079502	Blood Vessel	35.4977	10.6493	0.15
SRR1434027	Esophagus	9.31986	2.54178	0.136364
SRR1381934	Lung	22.0187	6.47609	0.147059
SRR1374028	Heart	14.2991	4.08546	0.142857
SRR1338402	Small Intestine	5.76386	1.44097	0.125
SRR1387856	Adipose Tissue	27.4239	8.15305	0.148649
SRR1090217	Blood Vessel	18.8931	5.51049	0.145833
SRR1444242	Small Intestine	10.7198	2.97771	0.138888
SRR658259	Muscle	3.13744	0.627488	0.1
SRR1477149	Blood	10.712	2.97555	0.138889
SRR811631	Adrenal Gland	42.4234	12.8071	0.150944
SRR1474000	Colon	14.1911	4.05459	0.142857
SRR1479109	Skin	14.1805	4.05158	0.142857
SRR1073775	Adrenal Gland	42.161	12.7278	0.150943
SRR614395	Adipose Tissue	14.1491	4.04259	0.142857
SRR1468292	Esophagus	18.6359	5.43548	0.145834
SRR1400847	Adipose Tissue	14.0996	4.02846	0.142857
SRR811675	Vagina	33.8725	10.1617	0.149999
SRR1334564	Brain	3.12632	0.625263	0.0999998
SRR1347412	Adrenal Gland	5.71237	1.42809	0.125
SRR1323470	Esophagus	10.5496	2.93045	0.138889
SRR1326496	Skin	13.9309	3.98024	0.142857
SRR1341983	Blood Vessel	13.9295	3.97985	0.142857
SRR1499193	Brain	5.70023	1.42506	0.125
SRR1417422	Breast	26.1159	7.76419	0.148649
SRR613198	Blood Vessel	32.8003	9.84008	0.15
SRR1395742	Muscle	1.11025	0	0
SRR1086959	Blood Vessel	18.287	5.33371	0.145833
SRR660907	Blood Vessel	28.6356	8.54794	0.149254
SRR1360630	Skin	13.8241	3.94974	0.142857
SRR1077898	Skin	13.7904	3.94012	0.142857
SRR1433708	Colon	16.8795	4.9005	0.145161
SRR1436169	Stomach	5.67153	1.41788	0.125
SRR817004	Lung	16.0898	4.65756	0.144736
SRR1365938	Lung	31.6118	9.48353	0.15
SRR1087297	Adrenal Gland	31.3307	9.39922	0.15
SRR1474661	Esophagus	20.3962	5.99888	0.147059
SRR1335446	Brain	3.10091	0.620183	0.1
SRR1417224	Nerve	7.74454	2.06521	0.133333
SRR1318624	Colon	24.6349	7.3239	0.148649
SRR1358260	Testis	3.09428	0.618855	0.0999998
SRR1460387	Skin	36.6255	11.0567	0.150943
SRR1442313	Breast	17.5021	5.10479	0.145834
SRR1348402	Adipose Tissue	30.316	9.0948	0.15
SRR1070641	Blood Vessel	36.1961	10.9271	0.150943
SRR1476547	Skin	77.043	23.6468	0.153465
SRR1432165	Colon	5.6071	1.40177	0.125
SRR1105463	Blood Vessel	24.2435	7.20754	0.148649
SRR1346710	Esophagus	5.59126	1.39781	0.125
SRR1367456	Heart	5.58535	1.39634	0.125
SRR614575	Muscle	5.58512	1.39628	0.125
SRR1479663	Thyroid	19.6052	5.76625	0.147059
SRR1098903	Skin	13.2442	3.78406	0.142857
SRR1337449	Adipose Tissue	17.1566	5.00401	0.145833
SRR1474730	Heart	1.10338	0	0
SRR1455761	Nerve	10.0874	2.80204	0.138888
SRR1384754	Blood Vessel	28.9301	8.67902	0.15
SRR602978	Thyroid	24.5184	7.30337	0.148937
SRR811237	Adrenal Gland	35.7905	10.8204	0.151163
SRR809873	Adrenal Gland	20.8286	6.15391	0.147727
SRR1311897	Thyroid	16.9185	4.93457	0.145834
SRR607775	Brain	1.10218	0	0
SRR1397348	Esophagus	16.7126	4.8745	0.145833
SRR1094241	Blood Vessel	16.6873	4.86714	0.145834
SRR1391469	Skin	40.5409	12.3162	0.151898
SRR1105248	Liver	12.9396	3.69703	0.142857
SRR1071181	Small Intestine	12.8921	3.68346	0.142857
SRR1353157	Brain	5.50682	1.3767	0.125
SRR1354489	Muscle	1.09961	0	0
SRR1418302	Pancreas	5.49229	1.37307	0.125
SRR1343522	Skin	56.2602	17.2531	0.153333
SRR1324269	Blood Vessel	26.6636	7.99909	0.15
SRR1074263	Skin	40.0744	12.1966	0.152174
SRR658585	Blood	26.5056	7.95169	0.15
SRR1452356	Blood Vessel	20.5357	6.08466	0.148148
SRR1403958	Brain	5.45005	1.36251	0.125
SRR1431015	Esophagus	20.5265	6.08194	0.148148
SRR1339086	Small Intestine	16.0237	4.67359	0.145834
SRR1369030	Heart	12.5265	3.57901	0.142858
SRR1102248	Skin	31.664	9.57282	0.151163
SRR1440179	Stomach	15.8181	4.6136	0.145833
SRR1089713	Blood Vessel	25.5356	7.66067	0.15
SRR1096267	Esophagus	12.3217	3.52047	0.142857
SRR1378684	Esophagus	15.6678	4.56977	0.145833
SRR1430270	Adipose Tissue	15.6571	4.56664	0.145833
SRR1419656	Breast	15.6516	4.56506	0.145834
SRR1419476	Blood Vessel	30.377	9.18374	0.151163
SRR656457	Pancreas	12.2759	3.50739	0.142857
SRR1374567	Lung	19.545	5.79111	0.148148
SRR1353577	Colon	17.3841	5.11298	0.147059
SRR1394321	Esophagus	24.6753	7.4026	0.15
SRR1400355	Blood Vessel	19.4534	5.76397	0.148148
SRR1466663	Adrenal Gland	19.3568	5.73535	0.148148
SRR1389932	Colon	5.3544	1.3386	0.125
SRR1399178	Esophagus	20.2771	6.02832	0.148648
SRR1384668	Testis	5.33968	1.33492	0.125
SRR1420238	Breast	9.40602	2.61278	0.138889
SRR1479450	Uterus	15.1795	4.42734	0.145833
SRR1384115	Lung	23.9956	7.19867	0.15
SRR1421420	Blood Vessel	20.0538	5.96193	0.148648
SRR1432673	Skin	18.8833	5.59504	0.148148
SRR615683	Nerve	8.20075	2.23657	0.136364
SRR1479699	Blood Vessel	14.963	4.36421	0.145833
SRR1309382	Blood Vessel	23.4711	7.04132	0.15
SRR1416313	Adipose Tissue	14.9141	4.34994	0.145833
SRR1322683	Adrenal Gland	41.7583	12.7969	0.153226
SRR1385277	Muscle	1.08893	0	0
SRR1489199	Adipose Tissue	23.2951	6.98852	0.15
SRR1455326	Heart	2.98649	0.597297	0.0999998
SRR1383148	Esophagus	23.0691	6.92074	0.15
SRR1466177	Thyroid	22.9559	6.88676	0.15
SRR1331708	Adipose Tissue	18.3885	5.44846	0.148149
SRR1332208	Blood Vessel	38.3699	11.7459	0.153061
SRR821525	Lung	29.7316	9.02567	0.151786
SRR1330633	Heart	9.15742	2.54373	0.138889
SRR1347144	Skin	14.5206	4.23517	0.145833
SRR1087393	Skin	56.1643	17.3704	0.154639
SRR1311833	Blood Vessel	30.975	9.42718	0.152174
SRR1403028	Esophagus	22.2076	6.66227	0.15
SRR1466278	Colon	5.22681	1.3067	0.125
SRR1326845	Small Intestine	21.9307	6.5792	0.15
SRR1352001	Thyroid	21.835	6.55049	0.15
SRR600474	Heart	2.95668	0.591336	0.1
SRR1345454	Blood Vessel	30.0725	9.15249	0.152174
SRR1444741	Skin	14.1761	4.1347	0.145833
SRR1471395	Uterus	29.8532	9.08577	0.152174
SRR1445347	Brain	5.19537	1.29884	0.125
SRR1319419	Adrenal Gland	34.9554	10.7006	0.153061
SRR615491	Thyroid	11.3164	3.23326	0.142857
SRR655792	Heart	1.08199	0	0
SRR1456185	Adipose Tissue	13.9844	4.07877	0.145833
SRR1400754	Skin	21.2012	6.36035	0.15
SRR817094	Blood Vessel	28.7509	8.75027	0.152174
SRR1332796	Brain	11.1513	3.18607	0.142856
SRR1087173	Blood Vessel	28.351	8.62857	0.152174
SRR1455214	Esophagus	25.4776	7.72047	0.151515
SRR1385672	Colon	16.9593	5.02498	0.148148
SRR1073605	Skin	11.1183	3.17665	0.142857
SRR816316	Adipose Tissue	30.0296	9.16158	0.152542
SRR613138	Lung	52.621	16.3125	0.155
SRR1085259	Colon	11.0986	3.17104	0.142858
SRR1090265	Muscle	1.07969	0	0
SRR1445765	Thyroid	29.813	9.0955	0.152543
SRR665490	Thyroid	20.5731	6.17194	0.15
SRR1442292	Esophagus	25.1643	7.62554	0.151515
SRR1487592	Skin	11.0515	3.15757	0.142857
SRR808452	Pituitary	16.7603	4.96602	0.148148
SRR1394384	Colon	16.7548	4.9644	0.148149
SRR1326317	Esophagus	11.0222	3.14921	0.142858
SRR600786	Skin	11.0074	3.14498	0.142858
SRR812412	Nerve	12.8879	3.74166	0.145162
SRR1376874	Esophagus	10.9595	3.13127	0.142856
SRR1442686	Heart	5.10621	1.27655	0.125
SRR1093100	Blood Vessel	10.9533	3.12952	0.142857
SRR1075898	Brain	1.07767	0	0
SRR1315225	Adipose Tissue	20.1792	6.05375	0.15
SRR1405007	Brain	5.09013	1.27253	0.125
SRR1337074	Brain	8.67817	2.4106	0.138889
SRR1431385	Lung	36.0435	11.0903	0.153846
SRR662019	Muscle	1.07608	0	0
SRR1477080	Brain	2.91149	0.582298	0.1
SRR1102631	Adipose Tissue	16.276	4.82251	0.148148
SRR1347166	Adipose Tissue	26.3566	8.02156	0.152174
SRR662282	Blood	29.0573	8.87863	0.152778
SRR1351236	Skin	7.65568	2.08791	0.136363
SRR1087850	Skin	16.1508	4.78543	0.148148
SRR1479977	Adrenal Gland	30.1371	9.22564	0.153061
SRR614827	Nerve	16.134	4.78044	0.148148
SRR1366560	Skin	14.6167	4.29904	0.147059
SRR1407250	Adipose Tissue	40.3145	12.4608	0.154545
SRR1447393	Brain	19.4325	5.82976	0.15
SRR1453110	Esophagus	19.424	5.82721	0.15
SRR1429429	Salivary Gland	2.90154	0.580308	0.1
SRR1397558	Small Intestine	19.328	5.79839	0.15
SRR1457126	Skin	33.9685	10.4519	0.153847
SRR1480635	Blood Vessel	33.8106	10.4033	0.153847
SRR1310275	Adipose Tissue	23.0362	6.98067	0.151515
SRR1419539	Adipose Tissue	10.6	3.02856	0.142857
SRR1447962	Adipose Tissue	19.0339	5.71016	0.15
SRR1075004	Esophagus	10.58	3.02286	0.142857
SRR1323788	Spleen	22.8608	6.92751	0.151515
SRR1332508	Nerve	7.52679	2.05276	0.136364
SRR1415732	Brain	5.00936	1.25234	0.125
SRR1361415	Blood Vessel	32.7513	10.0773	0.153846
SRR1361590	Blood	52.6917	16.4234	0.155844
SRR1355415	Blood Vessel	68.974	21.6063	0.156626
SRR1470291	Skin	22.4505	6.80319	0.151515
SRR1076584	Fallopian Tube	14.1339	4.15703	0.147059
SRR1416538	Small Intestine	10.4471	2.98489	0.142857
SRR1470230	Skin	10.3831	2.96661	0.142858
SRR1441245	Esophagus	26.2374	8.01699	0.152778
SRR659851	Thyroid	18.3208	5.49624	0.15
SRR1386889	Blood Vessel	21.737	6.58698	0.151515
SRR1323382	Lung	18.1915	5.45746	0.15
SRR1405353	Skin	21.6226	6.55232	0.151516
SRR601239	Heart	2.86498	0.572996	0.1
SRR665357	Adipose Tissue	18.0076	5.40228	0.15
SRR1445365	Blood	13.6261	4.00769	0.147059
SRR812912	Testis	12.3942	3.61496	0.145833
SRR1381269	Heart	14.8808	4.40912	0.148148
SRR1480240	Blood Vessel	24.9674	7.62892	0.152778
SRR661313	Adipose Tissue	13.4872	3.96683	0.147059
SRR1382440	Pancreas	10.1164	2.89039	0.142857
SRR1389886	Adrenal Gland	37.5693	11.6594	0.155172
SRR603236	Muscle	3.50161	0.778135	0.111111
SRR810783	Skin	17.4759	5.24276	0.15
SRR1312766	Skin	28.8836	8.88726	0.153846
SRR1396035	Esophagus	20.6718	6.26418	0.151515
SRR1456354	Vagina	13.3657	3.93109	0.147059
SRR1362688	Stomach	4.88989	1.22247	0.125
SRR1475587	Blood Vessel	48.0225	15.007	0.15625
SRR1331962	Pituitary	32.1918	9.95019	0.154545
SRR2157314	Adipose Tissue	14.9786	4.44818	0.148485
SRR1443224	Vagina	24.002	7.33394	0.152778
SRR815326	Stomach	14.5138	4.30038	0.148148
SRR1329464	Thyroid	28.1789	8.67045	0.153846
SRR1397052	Heart	4.87432	1.21858	0.125
SRR1477773	Brain	2.83922	0.567844	0.1
SRR1074502	Esophagus	13.1595	3.87045	0.147059
SRR1348021	Brain	4.85997	1.21499	0.125
SRR1437186	Stomach	7.19325	1.96179	0.136363
SRR1479014	Blood Vessel	23.2125	7.0927	0.152778
SRR1401017	Breast	16.6791	5.00374	0.15
SRR1076219	Breast	16.6533	4.99598	0.15
SRR1311285	Brain	2.81747	0.563494	0.1
SRR615008	Skin	9.73527	2.78151	0.142857
SRR1369129	Adipose Tissue	26.1615	8.04968	0.153846
SRR1387516	Stomach	13.8887	4.11516	0.148148
SRR1413477	Skin	41.139	12.8559	0.15625
SRR1490313	Skin	19.106	5.78969	0.151515
SRR1310158	Breast	19.0733	5.7798	0.151515
SRR1472370	Blood Vessel	40.6808	12.7128	0.156251
SRR1362514	Colon	9.66197	2.76056	0.142857
SRR1368006	Nerve	22.1874	6.77947	0.152777
SRR1369536	Heart	2.80666	0.561331	0.0999998
SRR1349585	Adrenal Gland	9.62748	2.75071	0.142857
SRR659367	Nerve	4.78297	1.19574	0.125
SRR1408136	Lung	16.1525	4.84576	0.15
SRR1348339	Brain	2.80424	0.560848	0.1
SRR1309051	Skin	16.0583	4.81748	0.15
SRR1446874	Ovary	21.7125	6.63437	0.152778
SRR1489757	Liver	9.55556	2.73016	0.142857
SRR1415004	Adipose Tissue	20.0433	6.10012	0.152174
SRR817954	Blood	86.6786	27.511	0.158695
SRR1379471	Thyroid	12.3837	3.64225	0.147058
SRR1365963	Blood Vessel	28.2042	8.72987	0.154762
SRR660981	Lung	34.745	10.8345	0.155915
SRR1457972	Thyroid	12.3205	3.62368	0.147059
SRR614131	Blood	20.9059	6.38791	0.152778
SRR1453192	Nerve	9.36049	2.67443	0.142857
